property_price,locality,bhk,built_up_area,super_built_up_area,carpet_area,price_per_sqft,bathrooms,balconies,floor_number,total_floors,property_age,furnishing_status,parking,facing,amenities_count,possession_status,builder_name,source
8184115.0,Tambaram,3,1569,1804,1255,5216.0,3,2.0,0.0,6,6.0,Semi-Furnished,2.0,South,9.0,Ready to Move,Doshi,MagicBricks
8294287.0,Ambattur,3,1580,1816,1264,5250.0,3,0.0,1.0,8,6.0,Unfurnished,1.0,South,5.0,Ready to Move,Mahindra,99acres
14139569.0,Anna Nagar,3,1313,1509,1050,10769.0,3,1.0,2.0,2,1.0,Unfurnished,1.0,West,11.0,Under Construction,Doshi,MagicBricks
10255696.0,T Nagar,2,868,998,694,11815.0,2,0.0,1.0,2,7.0,Unfurnished,1.0,South-West,6.0,Ready to Move,Radiance,99acres
7869945.0,Navalur,2,1232,1416,985,6388.0,2,1.0,5.0,6,1.0,Semi-Furnished,1.0,East,8.0,Ready to Move,Olympia,MagicBricks
19599518.0,Nungambakkam,3,1474,1695,1179,13297.0,3,1.0,6.0,8,2.0,Semi-Furnished,1.0,West,8.0,Under Construction,Olympia,99acres
6560262.0,ECR,2,733,842,586,8950.0,2,2.0,7.0,12,10.0,Unfurnished,0.0,North,6.0,Under Construction,Olympia,Housing.com
15387343.0,Anna Nagar,3,1511,1737,1208,10184.0,3,1.0,8.0,8,1.0,Semi-Furnished,0.0,North,2.0,Ready to Move,Casa Grande,MagicBricks
11103277.0,Velachery,3,1080,1242,864,10281.0,3,1.0,0.0,4,1.0,Unfurnished,0.0,North-West,4.0,Under Construction,Mahindra,MagicBricks
8370411.0,ECR,2,880,1011,704,9512.0,2,1.0,3.0,6,6.0,Furnished,0.0,North-West,8.0,Ready to Move,Casa Grande,MagicBricks
7431509.0,Perungudi,2,932,1071,745,7974.0,2,2.0,0.0,8,0.0,Unfurnished,1.0,South-East,2.0,Ready to Move,Radiance,Housing.com
15955098.0,Adyar,3,1207,1388,965,13219.0,3,1.0,1.0,6,3.0,Unfurnished,1.0,East,8.0,Ready to Move,Casa Grande,Housing.com
4243249.0,Tambaram,2,700,804,560,6062.0,2,2.0,10.0,12,4.0,Unfurnished,2.0,South-East,5.0,Under Construction,Ramaniyam,MagicBricks
17731696.0,Adyar,3,1462,1681,1169,12128.0,3,2.0,2.0,6,14.0,Semi-Furnished,1.0,East,6.0,Under Construction,Casa Grande,MagicBricks
8555412.0,OMR,2,1093,1256,874,7827.0,2,1.0,0.0,4,3.0,Semi-Furnished,1.0,North-West,10.0,Ready to Move,Radiance,99acres
8610441.0,Thoraipakkam,3,1181,1358,944,7291.0,3,0.0,4.0,6,4.0,Unfurnished,2.0,North-East,7.0,Ready to Move,Mahindra,Housing.com
4732000.0,Porur,2,700,804,560,6760.0,2,1.0,3.0,12,2.0,Furnished,1.0,South-East,9.0,Ready to Move,TVH,Housing.com
9350997.0,Velachery,2,972,1117,777,9620.0,2,2.0,5.0,8,0.0,Furnished,1.0,East,4.0,Ready to Move,Olympia,MagicBricks
6749405.0,ECR,2,852,979,681,7922.0,2,2.0,5.0,12,8.0,Furnished,1.0,West,10.0,Ready to Move,Doshi,99acres
10286075.0,Kolathur,4,2266,2605,1812,4539.0,4,1.0,1.0,2,10.0,Semi-Furnished,1.0,North-West,9.0,Ready to Move,Casa Grande,99acres
6460615.0,Mogappair,2,930,1069,744,6947.0,2,2.0,5.0,6,10.0,Semi-Furnished,1.0,East,10.0,Ready to Move,TVH,MagicBricks
5450371.0,Tambaram,2,912,1048,729,5976.0,2,1.0,6.0,6,3.0,Semi-Furnished,1.0,South-East,2.0,Ready to Move,Radiance,MagicBricks
11308456.0,OMR,3,1683,1935,1346,6719.0,3,1.0,0.0,8,25.0,Unfurnished,0.0,South,3.0,Ready to Move,Pacifica,MagicBricks
10220580.0,Anna Nagar,2,939,1079,751,10885.0,2,2.0,7.0,12,1.0,Semi-Furnished,0.0,South-East,8.0,Under Construction,Casa Grande,MagicBricks
5151585.0,Ambattur,2,949,1091,759,5428.0,1,0.0,10.0,12,3.0,Semi-Furnished,2.0,South,7.0,Ready to Move,Akshaya,MagicBricks
4160485.0,Medavakkam,1,630,724,504,6604.0,1,1.0,2.0,2,1.0,Semi-Furnished,0.0,South-West,11.0,Ready to Move,Olympia,MagicBricks
18255097.0,Adyar,3,1499,1723,1199,12178.0,3,1.0,8.0,8,5.0,Semi-Furnished,1.0,North,6.0,Under Construction,TVH,99acres
7658279.0,Perungudi,1,758,871,606,10103.0,1,1.0,1.0,8,13.0,Semi-Furnished,1.0,South-West,2.0,Ready to Move,Doshi,99acres
8714900.0,Thoraipakkam,3,1279,1470,1023,6814.0,3,1.0,3.0,8,0.0,Semi-Furnished,1.0,North,6.0,Ready to Move,Ramaniyam,99acres
6770669.0,Medavakkam,2,1136,1306,908,5960.0,2,1.0,1.0,6,6.0,Semi-Furnished,0.0,South-West,6.0,Ready to Move,Olympia,99acres
9496809.0,Pallikaranai,3,1535,1765,1228,6187.0,3,0.0,1.0,8,17.0,Furnished,1.0,North-West,7.0,Ready to Move,Ramaniyam,MagicBricks
5740722.0,Medavakkam,2,904,1039,723,6350.0,2,2.0,0.0,6,2.0,Unfurnished,1.0,North-West,8.0,Ready to Move,Ramaniyam,99acres
13768169.0,Chromepet,4,2427,2791,1941,5673.0,4,2.0,0.0,8,9.0,Semi-Furnished,1.0,South-East,2.0,Under Construction,Olympia,MagicBricks
5829746.0,Tambaram,2,1019,1171,815,5721.0,2,1.0,4.0,6,1.0,Semi-Furnished,1.0,West,10.0,Ready to Move,Akshaya,MagicBricks
11052332.0,Tambaram,4,2021,2324,1616,5469.0,4,1.0,1.0,12,4.0,Semi-Furnished,1.0,South-West,10.0,Ready to Move,Ramaniyam,99acres
8345924.0,Anna Nagar,2,767,882,613,10881.0,2,2.0,3.0,8,3.0,Semi-Furnished,0.0,West,2.0,Ready to Move,Mahindra,MagicBricks
5452406.0,Velachery,1,593,681,474,9195.0,1,1.0,5.0,16,3.0,Semi-Furnished,1.0,West,4.0,Ready to Move,TVH,MagicBricks
13707894.0,Anna Nagar,3,1228,1412,982,11163.0,3,1.0,4.0,8,1.0,Unfurnished,0.0,North-East,5.0,Under Construction,Pacifica,MagicBricks
6933257.0,Pallikaranai,2,1128,1297,902,6147.0,1,2.0,0.0,8,3.0,Furnished,1.0,East,11.0,Ready to Move,Akshaya,99acres
11147520.0,Anna Nagar,3,1082,1244,865,10303.0,3,2.0,0.0,6,2.0,Unfurnished,1.0,South,9.0,Ready to Move,TVH,99acres
11167621.0,Porur,3,1502,1727,1201,7435.0,3,1.0,5.0,16,2.0,Semi-Furnished,1.0,East,8.0,Ready to Move,TVH,Housing.com
22345902.125,Adyar,4,2140,2461,1712,12831.0,4,1.2,12.0,12,12.0,Semi-Furnished,0.0,South,11.0,Under Construction,Akshaya,MagicBricks
3743936.0,Tambaram,2,855,983,684,4379.0,2,1.0,7.0,8,3.0,Furnished,1.0,North,5.0,Ready to Move,Ramaniyam,MagicBricks
14787105.0,T Nagar,3,1098,1262,878,13467.0,3,0.0,2.0,6,2.0,Furnished,2.0,North-East,10.0,Ready to Move,Pacifica,99acres
6804582.0,Porur,2,976,1122,780,6972.0,1,1.0,3.0,4,0.0,Furnished,1.0,South,5.0,Ready to Move,Pacifica,MagicBricks
11576336.0,Anna Nagar,2,967,1112,773,11971.0,2,1.0,4.0,4,3.0,Semi-Furnished,1.0,South,9.0,Ready to Move,Appaswamy,MagicBricks
5928127.0,Ambattur,2,1028,1182,822,5767.0,2,1.0,2.0,2,3.0,Semi-Furnished,0.0,South,9.0,Ready to Move,Pacifica,Housing.com
7027182.0,Medavakkam,2,1000,1150,800,7027.0,2,1.0,2.0,2,0.0,Unfurnished,0.0,North,4.0,Under Construction,Doshi,99acres
15658317.0,Velachery,3,1893,2176,1514,8272.0,3,1.0,6.0,6,0.0,Semi-Furnished,1.0,North-West,7.0,Under Construction,Appaswamy,MagicBricks
8225016.0,Porur,2,1003,1153,802,8200.0,1,0.0,1.0,6,3.0,Semi-Furnished,2.0,North-West,4.0,Ready to Move,Casa Grande,MagicBricks
7447752.0,Guindy,2,775,891,620,9610.0,2,2.0,5.0,6,3.0,Furnished,1.0,South,3.0,Ready to Move,Casa Grande,MagicBricks
7289577.0,OMR,2,977,1123,781,7461.0,2,2.0,3.0,16,8.0,Furnished,1.0,East,11.0,Ready to Move,Doshi,MagicBricks
7175357.0,Chromepet,3,1461,1680,1168,4911.0,3,1.8,2.0,6,0.0,Semi-Furnished,1.0,South-East,7.0,Ready to Move,Casa Grande,MagicBricks
8261211.0,Mogappair,2,1066,1225,852,7750.0,2,1.0,1.0,6,4.0,Unfurnished,2.0,South,8.0,Under Construction,Olympia,MagicBricks
7000711.0,Sholinganallur,2,892,1025,713,7848.0,2,1.0,5.0,6,0.0,Furnished,2.0,North-East,11.0,Ready to Move,Casa Grande,Housing.com
2997901.0,Ambattur,1,551,633,440,5441.0,1,1.0,0.0,6,3.0,Semi-Furnished,1.0,North-West,2.0,Ready to Move,Pacifica,Housing.com
10805953.0,OMR,3,1444,1660,1155,7483.0,3,1.0,3.0,6,5.0,Semi-Furnished,1.0,North-East,2.0,Ready to Move,Doshi,MagicBricks
7881348.0,Porur,2,1191,1369,952,6617.0,2,0.0,1.0,6,9.0,Unfurnished,1.0,North-West,5.0,Under Construction,Doshi,MagicBricks
11777497.0,ECR,3,1351,1553,1080,8718.0,3,2.0,7.0,8,8.0,Semi-Furnished,1.0,North,4.0,Ready to Move,Doshi,MagicBricks
10241038.0,Sholinganallur,3,1332,1531,1065,7688.0,3,2.0,1.0,6,1.0,Semi-Furnished,1.0,North-East,8.0,Ready to Move,Olympia,MagicBricks
6825994.0,Thoraipakkam,2,929,1068,743,7348.0,1,1.0,15.0,16,4.0,Semi-Furnished,0.0,South-East,9.0,Ready to Move,Appaswamy,Housing.com
6549289.0,Tambaram,2,1156,1329,924,5665.0,2,2.0,8.0,8,2.0,Semi-Furnished,2.0,South-East,6.0,Ready to Move,Casa Grande,MagicBricks
19662935.0,Nungambakkam,3,1291,1484,1032,14446.0,3,1.0,1.0,6,11.0,Semi-Furnished,0.0,North,2.0,Ready to Move,Akshaya,MagicBricks
3091670.0,Tambaram,1,600,690,480,5153.0,1,2.0,4.0,8,5.0,Semi-Furnished,1.0,South-West,7.0,Ready to Move,Casa Grande,Housing.com
22345902.125,Nungambakkam,3,1762,2026,1409,14446.0,3,1.0,6.0,12,0.0,Semi-Furnished,1.0,South-East,2.0,Ready to Move,Radiance,Housing.com
16419745.0,Thoraipakkam,4,2106,2421,1684,7797.0,4,1.0,7.0,16,3.0,Unfurnished,1.0,West,9.0,Ready to Move,Mahindra,MagicBricks
6645420.0,Sholinganallur,2,1046,1202,836,6353.0,2,1.0,6.0,8,1.0,Unfurnished,0.0,East,8.4,Ready to Move,Appaswamy,MagicBricks
22345902.125,Velachery,4,2497,2871,1997,10523.0,4,2.0,6.0,6,2.0,Unfurnished,1.0,South-West,8.0,Ready to Move,Casa Grande,99acres
6263752.0,Ambattur,3,1420,1632,1136,4411.0,3,1.0,4.0,8,0.0,Unfurnished,1.0,West,2.0,Ready to Move,Pacifica,99acres
11964772.0,Velachery,3,1245,1431,996,9610.0,2,2.0,5.0,12,5.0,Semi-Furnished,1.0,North-East,2.0,Under Construction,Radiance,Housing.com
8108233.0,Kolathur,3,1301,1496,1040,6232.0,3,1.0,3.0,4,1.0,Unfurnished,1.0,North,9.0,Under Construction,Olympia,MagicBricks
4950400.0,Ambattur,2,877,1008,701,5645.0,1,1.0,5.0,6,0.0,Furnished,1.0,South-West,11.0,Ready to Move,Radiance,Housing.com
5699411.0,Pallikaranai,2,893,1026,714,6382.0,1,1.0,3.0,4,7.0,Furnished,1.0,West,8.0,Under Construction,TVH,MagicBricks
9291323.0,Perungudi,2,870,1000,696,10680.0,2,2.0,2.0,2,1.0,Semi-Furnished,1.0,South-East,3.0,Under Construction,Pacifica,MagicBricks
2626228.0,Medavakkam,1,448,515,358,5862.0,1,1.0,0.0,8,0.0,Semi-Furnished,1.0,North,2.0,Under Construction,Doshi,MagicBricks
15201070.0,OMR,4,2104,2419,1683,7225.0,4,1.0,11.0,16,6.0,Furnished,2.0,West,11.0,Ready to Move,Casa Grande,MagicBricks
11348398.0,OMR,3,1509,1735,1207,7520.0,3,0.0,0.0,4,5.0,Unfurnished,0.0,North-West,11.0,Under Construction,Pacifica,MagicBricks
15138609.0,Velachery,3,1526,1754,1220,9920.0,3,2.0,3.0,12,7.0,Unfurnished,1.0,East,9.2,Ready to Move,Akshaya,MagicBricks
11021419.0,Velachery,2,1211,1392,968,9101.0,2,2.0,1.0,2,4.0,Unfurnished,1.0,North,5.0,Under Construction,Doshi,MagicBricks
9366267.0,Kolathur,3,1784,2051,1427,5250.0,3,1.0,9.0,12,17.0,Unfurnished,1.0,West,5.0,Ready to Move,Pacifica,MagicBricks
7788183.0,Navalur,2,990,1138,792,7867.0,2,2.0,3.0,4,6.4,Furnished,1.0,North-West,11.0,Under Construction,Doshi,MagicBricks
6512538.0,OMR,2,888,1021,710,7334.0,1,2.0,7.0,16,0.0,Semi-Furnished,2.0,North,2.0,Ready to Move,Ramaniyam,Housing.com
8981428.0,Thoraipakkam,2,1030,1184,824,8720.0,2,2.0,4.0,4,10.0,Furnished,1.0,North,6.4,Ready to Move,Akshaya,MagicBricks
17639569.0,Anna Nagar,3,1559,1792,1247,11315.0,3,1.0,10.0,12,2.0,Semi-Furnished,1.0,North,6.0,Under Construction,Olympia,MagicBricks
7300554.0,Medavakkam,3,1172,1347,937,6229.0,3,2.0,3.0,12,2.0,Unfurnished,1.0,South,6.0,Ready to Move,Mahindra,99acres
14165259.0,Velachery,3,1693,1946,1354,8367.0,3,1.0,9.0,12,21.0,Unfurnished,1.0,North-West,5.0,Ready to Move,Doshi,MagicBricks
3424280.0,Porur,1,538,618,430,6365.0,1,0.0,0.0,8,10.0,Semi-Furnished,1.0,South-East,6.0,Ready to Move,Appaswamy,Housing.com
18575265.0,Guindy,4,2042,2348,1633,9097.0,4,2.0,2.0,6,4.0,Unfurnished,1.0,East,6.0,Ready to Move,Casa Grande,99acres
4517891.0,Perungudi,1,514,591,411,8790.0,1,1.0,7.0,12,0.0,Semi-Furnished,1.0,West,11.0,Ready to Move,TVH,MagicBricks
14049910.0,OMR,3,1776,2042,1420,7911.0,2,2.0,3.0,4,11.0,Unfurnished,1.0,South,11.0,Ready to Move,Ramaniyam,MagicBricks
16048654.0,T Nagar,3,1346,1547,1076,11923.0,3,1.0,2.0,6,5.0,Semi-Furnished,1.0,West,3.0,Under Construction,Pacifica,99acres
10782578.0,Perungudi,3,1254,1442,1003,8599.0,3,1.0,6.0,6,3.0,Semi-Furnished,1.0,East,11.0,Ready to Move,Radiance,MagicBricks
4284778.0,Kolathur,2,919,1056,735,4662.0,2,2.0,1.0,16,0.0,Unfurnished,1.0,West,8.0,Ready to Move,Mahindra,MagicBricks
10080407.0,Navalur,3,1453,1670,1162,6938.0,3,1.0,6.0,12,12.0,Semi-Furnished,0.0,West,2.0,Ready to Move,Appaswamy,99acres
7157792.0,Porur,2,880,1011,704,8134.0,2,2.0,6.0,12,0.0,Furnished,0.0,North-East,2.0,Ready to Move,Olympia,MagicBricks
4508056.0,Kolathur,2,916,1053,732,4921.0,2,1.0,3.0,4,17.0,Furnished,1.0,East,9.0,Ready to Move,Radiance,Housing.com
6697299.0,Sholinganallur,2,903,1038,722,7417.0,2,0.0,8.0,8,4.0,Semi-Furnished,1.0,South,9.0,Ready to Move,Radiance,MagicBricks
22345902.125,Nungambakkam,3,1654,1902,1323,14109.0,2,1.0,0.0,8,2.0,Semi-Furnished,2.0,North-West,10.0,Ready to Move,Appaswamy,99acres
14881233.0,Thoraipakkam,3,1582,1819,1265,9407.0,3,1.0,7.0,8,10.0,Unfurnished,1.0,North-East,9.0,Ready to Move,Ramaniyam,Housing.com
14536247.0,Adyar,3,1223,1406,978,11886.0,2,1.0,8.0,12,0.0,Unfurnished,1.0,South,11.0,Under Construction,Akshaya,MagicBricks
6565153.0,Medavakkam,2,1023,1176,818,6418.0,2,1.0,4.0,4,3.0,Semi-Furnished,1.0,North,4.0,Ready to Move,Appaswamy,MagicBricks
7487254.0,OMR,2,1055,1213,844,7097.0,2,2.0,5.0,8,7.0,Semi-Furnished,1.0,South-East,6.0,Ready to Move,Casa Grande,MagicBricks
7016705.0,Pallikaranai,3,1295,1489,1036,5418.0,3,1.0,5.0,12,9.0,Furnished,1.0,South,2.0,Under Construction,Appaswamy,99acres
4540502.0,Chromepet,2,1018,1170,814,4460.0,1,2.0,6.0,8,8.0,Unfurnished,0.0,North-West,4.0,Ready to Move,Appaswamy,Housing.com
9638738.0,Kolathur,3,1560,1793,1248,6179.0,3,1.0,12.0,16,4.0,Semi-Furnished,1.0,South-East,5.0,Ready to Move,Olympia,99acres
9009949.0,OMR,2,929,1068,743,9699.0,2,1.2,2.0,6,8.0,Semi-Furnished,1.0,North-West,11.0,Ready to Move,Akshaya,MagicBricks
4837314.0,Chromepet,2,940,1081,752,5146.0,1,2.0,5.0,12,4.0,Semi-Furnished,1.0,South-East,7.0,Ready to Move,Mahindra,99acres
22109419.0,Guindy,4,2215,2547,1772,9982.0,4,1.4,0.0,12,5.0,Semi-Furnished,1.0,West,7.0,Under Construction,TVH,99acres
6593618.0,Pallikaranai,3,1283,1475,1026,5139.0,3,0.0,4.0,8,0.0,Semi-Furnished,1.0,East,9.0,Ready to Move,Doshi,MagicBricks
13288176.0,Adyar,2,933,1072,746,14242.0,1,1.0,3.0,8,4.0,Unfurnished,1.0,West,7.4,Ready to Move,Mahindra,MagicBricks
5202929.0,Ambattur,2,992,1140,793,5245.0,2,2.0,2.0,12,9.6,Semi-Furnished,1.0,South-West,11.0,Ready to Move,Casa Grande,MagicBricks
15094101.0,Adyar,2,1242,1428,993,12153.0,2,1.0,4.0,6,2.0,Furnished,2.0,North,10.0,Ready to Move,Casa Grande,Housing.com
12867700.0,Velachery,3,1570,1805,1256,8196.0,3,1.0,3.0,4,1.0,Furnished,1.0,South-East,8.0,Ready to Move,Ramaniyam,99acres
6468196.0,Porur,2,892,1025,713,7251.0,2,1.0,15.0,16,0.0,Unfurnished,0.0,South-East,8.0,Ready to Move,Olympia,99acres
9883272.0,ECR,3,1401,1611,1120,7054.0,3,2.0,0.0,6,2.0,Semi-Furnished,2.0,South-West,7.0,Under Construction,Olympia,MagicBricks
6892219.0,Sholinganallur,2,919,1056,735,7500.0,2,1.0,2.0,6,5.0,Semi-Furnished,1.0,West,9.0,Ready to Move,Pacifica,99acres
5682192.0,Tambaram,2,1071,1231,856,5306.0,2,2.0,13.0,16,8.0,Unfurnished,1.0,North-West,6.0,Under Construction,Olympia,Housing.com
11850572.0,Thoraipakkam,2,1273,1463,1018,9309.0,1,2.0,1.0,6,0.0,Unfurnished,1.0,North-East,6.0,Ready to Move,Casa Grande,MagicBricks
3827185.0,Kolathur,1,645,741,516,5934.0,1,1.0,0.0,4,0.0,Unfurnished,1.0,South-West,6.0,Ready to Move,Akshaya,Housing.com
19404394.0,Thoraipakkam,4,2088,2401,1670,9293.0,4,2.0,2.0,16,1.0,Semi-Furnished,2.0,South,2.0,Under Construction,Radiance,Housing.com
5922178.0,Pallikaranai,2,1167,1342,933,5075.0,2,2.0,4.0,4,10.0,Semi-Furnished,0.0,North-West,11.0,Ready to Move,Casa Grande,99acres
12192775.0,Navalur,3,1532,1761,1225,7959.0,3,1.0,0.0,12,2.0,Semi-Furnished,1.0,North-West,4.0,Under Construction,TVH,MagicBricks
12262310.0,Guindy,2,1214,1396,971,10101.0,2,0.0,2.0,16,8.0,Semi-Furnished,1.0,South,8.0,Ready to Move,Mahindra,MagicBricks
20110136.0,Nungambakkam,3,1612,1853,1289,12475.0,3,2.0,1.0,2,0.0,Semi-Furnished,2.0,South,4.0,Ready to Move,Olympia,MagicBricks
8243360.0,Chromepet,3,1450,1667,1160,5685.0,3,1.0,11.0,12,0.0,Unfurnished,1.0,North-West,8.0,Ready to Move,Ramaniyam,MagicBricks
4610377.0,Thoraipakkam,2,700,804,560,6586.0,2,0.0,15.0,16,3.0,Semi-Furnished,1.0,East,2.0,Under Construction,Ramaniyam,MagicBricks
13664363.0,Guindy,3,1403,1613,1122,9739.0,3,1.0,0.0,4,12.0,Unfurnished,2.0,North-West,4.0,Ready to Move,Pacifica,Housing.com
7360353.0,Tambaram,3,1305,1500,1044,5640.0,3,2.0,0.0,12,4.0,Semi-Furnished,0.0,South-East,2.0,Ready to Move,Radiance,99acres
4733108.0,Tambaram,2,883,1015,706,5360.0,2,2.0,7.0,16,2.0,Semi-Furnished,1.0,South,4.0,Under Construction,Akshaya,99acres
22345902.125,Adyar,4,2358,2711,1886,11967.0,4,1.0,9.0,12,11.0,Unfurnished,1.0,North-East,3.0,Ready to Move,Doshi,99acres
3152743.0,Tambaram,1,622,715,497,5069.0,1,0.0,4.0,8,0.0,Semi-Furnished,1.0,West,2.0,Ready to Move,Pacifica,MagicBricks
11817147.0,T Nagar,2,1066,1225,852,11086.0,2,0.0,0.0,8,1.0,Furnished,0.0,East,5.0,Ready to Move,TVH,99acres
9347819.0,Perungudi,2,1104,1269,883,8467.0,2,2.0,9.0,16,3.0,Unfurnished,1.0,East,5.0,Ready to Move,Appaswamy,MagicBricks
15872264.0,Velachery,3,1712,1968,1369,9271.0,3,2.0,3.0,8,10.0,Semi-Furnished,0.0,South-East,7.0,Ready to Move,Doshi,MagicBricks
5585632.0,OMR,2,743,854,594,7518.0,1,2.0,3.0,12,2.0,Unfurnished,1.0,South-West,3.0,Ready to Move,Casa Grande,MagicBricks
21298517.0,Perungudi,4,2360,2714,1888,9025.0,4,0.0,2.0,8,4.2,Semi-Furnished,2.0,South-East,5.0,Ready to Move,Mahindra,99acres
7033453.0,Tambaram,2,1229,1413,983,5723.0,2,1.0,4.0,8,15.0,Furnished,0.0,North,7.0,Under Construction,Doshi,99acres
14820898.0,T Nagar,2,1183,1360,946,12528.0,2,0.0,16.0,16,2.0,Unfurnished,2.0,South-East,3.0,Ready to Move,Casa Grande,MagicBricks
8877037.0,Pallikaranai,3,1560,1793,1248,5690.0,3,1.0,6.0,8,0.0,Semi-Furnished,1.0,North-West,2.8,Ready to Move,Olympia,Housing.com
5277431.0,OMR,1,593,681,474,8900.0,1,1.0,2.0,12,2.0,Unfurnished,0.0,North,3.0,Ready to Move,Appaswamy,MagicBricks
4151970.0,Tambaram,2,974,1120,779,4263.0,2,1.0,8.0,8,10.0,Furnished,1.0,East,8.0,Ready to Move,Akshaya,99acres
8475924.0,Sholinganallur,2,893,1026,714,9492.0,2,1.0,1.0,4,10.0,Semi-Furnished,1.0,North-East,10.0,Ready to Move,Appaswamy,99acres
14850518.0,OMR,4,2374,2730,1899,6255.0,4,1.0,0.0,12,1.0,Unfurnished,2.0,West,4.0,Under Construction,Casa Grande,MagicBricks
8678419.0,Sholinganallur,2,1089,1252,871,7969.0,2,0.0,4.0,8,8.0,Semi-Furnished,1.0,South-West,4.0,Ready to Move,Radiance,99acres
10203336.0,Sholinganallur,2,1048,1205,838,9736.0,2,1.0,4.0,4,12.0,Furnished,1.0,North,5.0,Ready to Move,TVH,MagicBricks
7325846.0,Chromepet,3,1491,1714,1192,4913.0,3,1.0,1.0,6,5.0,Semi-Furnished,0.0,North,10.0,Ready to Move,TVH,99acres
9864983.0,OMR,3,1411,1622,1128,6991.0,3,1.4,0.0,6,19.0,Unfurnished,1.0,North-West,4.0,Ready to Move,Casa Grande,99acres
7073509.0,Perungudi,2,906,1041,724,7807.0,2,2.0,9.0,16,0.0,Unfurnished,0.0,South-East,5.0,Ready to Move,Pacifica,99acres
11324776.0,Thoraipakkam,3,1494,1718,1195,7580.0,3,1.0,0.0,4,10.0,Furnished,2.0,North,2.0,Ready to Move,TVH,99acres
8320337.0,Sholinganallur,3,1043,1199,834,7977.0,3,1.0,1.0,16,0.0,Semi-Furnished,1.0,West,9.0,Ready to Move,Ramaniyam,99acres
9400736.0,Pallikaranai,3,1670,1920,1336,5629.0,3,1.0,2.0,4,7.0,Unfurnished,1.0,South-East,3.0,Under Construction,Pacifica,MagicBricks
4658677.0,Perungudi,1,623,716,498,7478.0,1,1.0,0.0,16,2.0,Furnished,1.0,West,7.0,Ready to Move,Ramaniyam,MagicBricks
4722270.0,Thoraipakkam,1,621,714,496,7604.0,1,2.0,2.0,12,18.0,Unfurnished,1.0,North-East,10.0,Ready to Move,Mahindra,99acres
5568901.0,Chromepet,2,1079,1240,863,5161.0,2,1.0,13.0,16,0.0,Unfurnished,0.0,South,11.0,Ready to Move,Doshi,MagicBricks
11092192.0,Nungambakkam,2,810,931,648,13694.0,2,1.0,1.0,4,0.0,Semi-Furnished,1.0,North-West,6.0,Ready to Move,Appaswamy,Housing.com
12247739.0,Navalur,3,1371,1576,1096,8933.0,3,2.0,0.0,8,0.0,Unfurnished,1.0,North-West,9.0,Ready to Move,Ramaniyam,99acres
6768159.0,Thoraipakkam,2,868,998,694,7797.0,1,0.0,4.0,6,0.0,Semi-Furnished,0.0,East,11.0,Ready to Move,Olympia,Housing.com
11589765.0,Perungudi,2,1119,1286,895,10357.0,1,2.0,1.0,8,8.0,Semi-Furnished,1.0,North,11.0,Ready to Move,Ramaniyam,MagicBricks
7839312.0,Ambattur,3,1650,1897,1320,4751.0,3,1.0,0.0,8,11.0,Semi-Furnished,1.0,North-West,11.0,Ready to Move,TVH,99acres
20584698.0,Adyar,3,1507,1733,1205,13659.0,3,2.0,0.0,4,9.0,Unfurnished,2.0,South-West,8.0,Ready to Move,Olympia,99acres
10456289.0,Kolathur,3,1628,1872,1302,6423.0,3,2.0,16.0,16,2.0,Furnished,2.0,North-West,7.0,Ready to Move,Radiance,MagicBricks
13353523.0,Perungudi,3,1609,1850,1287,8299.0,3,0.0,6.0,16,7.0,Furnished,1.0,East,8.0,Ready to Move,Ramaniyam,99acres
4898887.0,Ambattur,2,922,1060,737,5313.0,1,0.0,7.0,8,17.0,Unfurnished,1.0,South-East,2.0,Under Construction,Mahindra,Housing.com
9654242.0,Medavakkam,3,1638,1883,1310,5894.0,2,2.0,2.8,4,4.6,Semi-Furnished,0.0,North-East,6.0,Ready to Move,Doshi,99acres
6015639.0,Medavakkam,2,1012,1163,809,5944.0,2,1.0,4.0,6,1.0,Unfurnished,1.0,West,4.0,Ready to Move,Casa Grande,MagicBricks
9212776.0,OMR,2,1330,1529,1064,6927.0,2,2.0,0.0,8,6.0,Furnished,1.0,East,5.0,Ready to Move,TVH,MagicBricks
20062179.0,Adyar,3,1500,1724,1200,13375.0,2,1.0,1.0,6,0.0,Furnished,1.0,West,3.0,Ready to Move,Appaswamy,MagicBricks
5581800.0,Tambaram,2,1089,1252,871,5126.0,2,1.0,1.0,8,10.0,Unfurnished,1.0,West,10.0,Ready to Move,Ramaniyam,99acres
9785912.0,Thoraipakkam,2,1131,1300,904,8652.0,2,1.0,0.0,8,3.0,Unfurnished,1.0,North-West,6.0,Ready to Move,Appaswamy,MagicBricks
5232113.0,Sholinganallur,1,624,717,499,8385.0,1,1.0,11.0,12,6.0,Unfurnished,2.0,East,9.0,Under Construction,Doshi,MagicBricks
17211984.0,Thoraipakkam,4,2294,2638,1835,7503.0,4,0.0,2.0,8,2.0,Semi-Furnished,0.0,East,10.0,Ready to Move,Ramaniyam,Housing.com
5313630.0,Chromepet,2,1016,1168,812,5230.0,2,0.0,0.0,2,1.0,Semi-Furnished,0.0,East,7.2,Ready to Move,Mahindra,99acres
15898574.0,ECR,4,1904,2189,1523,8350.0,4,0.0,4.0,6,2.0,Furnished,2.0,North,4.0,Ready to Move,Ramaniyam,99acres
