monthly_rent,deposit,locality,bhk,size_sqft,furnishing_status,preferred_tenant,bathrooms,floor_number,total_floors,amenities_count,source
15889.0,38629.0,Guindy,2,860,Unfurnished,Bachelors,2,6.0,6,6.0,MagicBricks
15816.0,49550.0,Mogappair,3,1319,Unfurnished,Both,3,8.0,12,5.0,NoBroker
15274.0,70185.0,Perungudi,2,816,Semi-Furnished,Bachelors,2,4.0,8,8.0,Housing.com
26169.0,121619.0,Anna Nagar,3,1389,Unfurnished,Family,3,0.0,2,7.0,99acres
52130.0,221818.0,Adyar,4,2023,Furnished,Family,4,1.0,8,8.0,99acres
28135.0,62325.0,OMR,3,1355,Furnished,Family,3,9.0,12,5.0,MagicBricks
20974.0,78403.0,Perungudi,2,1016,Semi-Furnished,Family,2,3.0,8,6.0,99acres
33978.0,123124.0,Perungudi,4,1720,Furnished,Both,3,15.0,16,6.0,NoBroker
8765.0,32280.0,Navalur,1,548,Semi-Furnished,Bachelors,1,0.0,4,10.0,NoBroker
15542.0,44994.0,Sholinganallur,2,950,Semi-Furnished,Bachelors,1,7.0,8,6.0,Housing.com
12446.0,61454.0,Medavakkam,2,1085,Semi-Furnished,Bachelors,2,3.0,4,4.0,99acres
8103.0,20816.0,Thoraipakkam,1,596,Semi-Furnished,Family,1,5.0,6,5.0,NoBroker
31103.0,146199.0,Nungambakkam,2,995,Semi-Furnished,Bachelors,2,2.0,8,9.0,99acres
22688.0,99941.0,Anna Nagar,2,878,Semi-Furnished,Family,2,3.0,4,10.0,NoBroker
14936.0,66385.0,Ambattur,3,1491,Unfurnished,Family,2,0.0,6,7.0,Housing.com
19420.0,86029.0,ECR,3,1171,Furnished,Bachelors,3,3.0,8,8.0,99acres
26363.0,127744.0,Anna Nagar,2,1108,Semi-Furnished,Bachelors,2,10.0,12,5.0,MagicBricks
7575.0,16001.0,Ambattur,2,1018,Semi-Furnished,Bachelors,2,7.0,8,7.0,99acres
10869.0,44501.0,Sholinganallur,1,568,Semi-Furnished,Family,1,7.0,12,11.0,99acres
33876.0,89456.0,Adyar,3,1447,Furnished,Both,3,3.0,8,11.0,MagicBricks
18194.0,49185.0,Porur,2,1049,Furnished,Both,2,6.0,8,6.0,99acres
20041.0,41475.0,Perungudi,2,1005,Unfurnished,Family,2,0.0,4,9.0,99acres
14009.0,28377.0,Tambaram,3,1496,Semi-Furnished,,3,1.0,4,3.0,99acres
28131.0,72367.0,Perungudi,3,1388,Semi-Furnished,,3,7.0,8,7.0,MagicBricks
5024.0,23712.0,Tambaram,1,610,Unfurnished,Family,1,5.0,8,3.0,99acres
19433.0,67049.0,OMR,2,1048,Furnished,Bachelors,2,15.0,16,9.0,MagicBricks
18618.0,78445.0,Thoraipakkam,2,1256,Semi-Furnished,Family,2,11.0,16,6.0,NoBroker
28199.0,70041.0,Anna Nagar,3,1312,Furnished,Both,3,1.0,6,6.0,Housing.com
9970.0,46786.0,Tambaram,2,1026,Furnished,Bachelors,2,2.0,6,2.0,99acres
7642.0,29396.0,Pallikaranai,2,818,Furnished,Bachelors,2,1.0,2,8.0,99acres
8451.0,27975.0,Tambaram,2,875,Semi-Furnished,Family,2,1.0,8,8.0,NoBroker
16212.0,47427.0,OMR,2,892,Semi-Furnished,Both,1,4.0,16,6.0,MagicBricks
24881.0,58692.0,Perungudi,3,1282,Furnished,,3,3.0,4,6.0,99acres
7735.0,30704.0,Medavakkam,1,654,Semi-Furnished,Family,1,2.0,2,8.0,MagicBricks
26522.0,53277.0,Adyar,2,1006,Semi-Furnished,Both,2,0.0,4,2.0,MagicBricks
19190.0,68556.0,Perungudi,2,1001,Semi-Furnished,Bachelors,2,1.0,6,2.0,NoBroker
12970.0,38605.0,Navalur,2,792,Semi-Furnished,Family,2,0.0,8,11.0,MagicBricks
11433.0,52371.0,Porur,2,907,,Both,2,5.0,8,8.0,MagicBricks
13845.0,64294.0,OMR,2,827,Unfurnished,Family,2,6.0,16,3.0,NoBroker
13706.0,59565.0,ECR,3,1107,Semi-Furnished,Bachelors,3,1.0,12,6.0,MagicBricks
7465.0,35840.0,Chromepet,2,994,Furnished,Both,2,7.0,8,,MagicBricks
18530.0,90860.0,Guindy,2,879,Semi-Furnished,Both,2,0.0,4,8.0,99acres
17255.0,66713.0,Medavakkam,3,1361,Semi-Furnished,Bachelors,3,3.0,8,4.0,NoBroker
47625.0,206756.0,T Nagar,4,1699,Furnished,Bachelors,3,6.0,6,11.0,Housing.com
15483.0,51723.0,Thoraipakkam,2,841,Semi-Furnished,Bachelors,2,1.0,4,7.0,99acres
13706.0,35473.0,Mogappair,2,1047,Furnished,Bachelors,2,6.0,6,8.0,99acres
12206.0,37140.0,Pallikaranai,3,1264,Unfurnished,Both,3,11.0,12,6.0,MagicBricks
25791.0,65371.0,Anna Nagar,3,1306,Semi-Furnished,Family,3,0.0,6,10.0,99acres
23417.0,97653.0,OMR,3,1222,Furnished,Family,3,4.0,8,4.0,MagicBricks
30393.0,109077.0,Adyar,3,1505,Unfurnished,Family,3,3.0,4,6.0,99acres
36727.0,75845.0,Adyar,3,1437,Semi-Furnished,Family,3,1.0,8,5.0,NoBroker
36406.0,77019.0,Perungudi,4,2027,Unfurnished,Both,3,2.0,16,8.0,NoBroker
17623.0,86035.0,Sholinganallur,2,829,Furnished,Both,2,4.0,8,7.0,MagicBricks
41190.0,202952.0,OMR,4,2073,Unfurnished,Both,4,8.0,12,9.0,99acres
25245.0,86186.0,Velachery,3,1217,Semi-Furnished,Family,3,11.0,12,4.0,99acres
9032.0,41817.0,Tambaram,2,846,Semi-Furnished,Bachelors,2,2.0,4,10.0,NoBroker
12826.0,53611.0,Porur,2,759,Semi-Furnished,Bachelors,2,16.0,16,6.0,99acres
13790.0,40758.0,Mogappair,2,882,Semi-Furnished,Family,2,1.0,6,,MagicBricks
12165.0,39899.0,Mogappair,2,1016,Unfurnished,Bachelors,2,3.0,6,11.0,99acres
17735.0,80265.0,Thoraipakkam,2,1117,Furnished,Bachelors,1,12.0,12,6.0,MagicBricks
46338.0,,Adyar,4,2145,Furnished,Both,4,4.0,4,3.0,MagicBricks
18531.0,69760.0,Velachery,2,1139,Unfurnished,Bachelors,2,0.0,4,,99acres
32815.0,112975.0,Velachery,4,2044,Furnished,Family,4,0.0,4,8.0,99acres
21534.0,70482.0,Guindy,2,1016,Furnished,Bachelors,2,10.0,12,9.0,99acres
8618.0,36927.0,Tambaram,2,804,Furnished,Both,2,1.0,2,6.0,Housing.com
8404.0,33861.0,Chromepet,2,912,Unfurnished,Bachelors,2,2.0,6,4.0,MagicBricks
12036.0,42036.0,Mogappair,2,1050,,Bachelors,2,1.0,2,11.0,MagicBricks
42876.0,192725.0,Velachery,4,2048,Unfurnished,Bachelors,4,10.0,12,2.0,MagicBricks
14561.0,37117.0,Porur,2,1024,Semi-Furnished,Family,2,3.0,6,8.0,99acres
25828.0,91499.0,Mogappair,4,1949,Furnished,Family,4,2.0,6,6.0,MagicBricks
6910.0,34433.0,Ambattur,1,649,Semi-Furnished,Both,1,0.0,2,8.0,NoBroker
11158.0,40237.0,Porur,2,716,Furnished,Family,2,1.0,12,3.0,99acres
10593.0,34555.0,Chromepet,3,1415,Semi-Furnished,Family,3,0.0,2,9.0,NoBroker
27152.0,67621.0,Guindy,3,1466,Semi-Furnished,Bachelors,3,4.0,4,10.0,MagicBricks
40006.0,187508.0,T Nagar,3,1450,Furnished,Bachelors,3,1.0,2,8.0,99acres
38712.0,140843.0,Adyar,4,1785,Semi-Furnished,Both,4,0.0,6,11.0,99acres
26644.0,120419.0,Anna Nagar,3,1043,Unfurnished,Both,3,8.0,8,3.0,NoBroker
10313.0,23802.0,Kolathur,3,1182,Semi-Furnished,Family,2,3.0,6,5.0,99acres
16503.0,77715.0,Thoraipakkam,2,1010,Semi-Furnished,Bachelors,1,10.0,12,7.0,NoBroker
34839.0,79154.0,Nungambakkam,3,1379,Semi-Furnished,Both,3,4.0,8,2.0,MagicBricks
17232.0,40305.0,Anna Nagar,2,835,Furnished,Family,2,6.0,8,3.0,NoBroker
13195.0,27225.0,Kolathur,3,1486,Furnished,Both,3,7.0,12,6.0,MagicBricks
29644.0,107343.0,Navalur,3,1717,Semi-Furnished,Bachelors,3,1.0,12,11.0,99acres
19484.0,78586.0,Perungudi,2,987,Unfurnished,Bachelors,2,0.0,8,7.0,99acres
33479.0,150773.0,Porur,4,2046,Semi-Furnished,Bachelors,3,6.0,8,5.0,NoBroker
5780.0,22144.0,Chromepet,2,803,Semi-Furnished,Bachelors,2,9.0,12,3.0,MagicBricks
18537.0,62284.0,OMR,3,1051,Semi-Furnished,Family,3,1.0,4,8.0,99acres
14401.0,39845.0,Medavakkam,2,1045,Furnished,Family,2,16.0,16,11.0,MagicBricks
13702.0,51283.0,Chromepet,3,1361,Semi-Furnished,Family,3,4.0,6,2.0,99acres
28166.0,117416.0,Perungudi,3,1588,Unfurnished,Family,3,4.0,8,9.0,MagicBricks
18526.0,65304.0,Velachery,2,820,Semi-Furnished,Both,2,0.0,4,9.0,NoBroker
12072.0,45240.0,Mogappair,2,922,Furnished,Family,1,1.0,6,11.0,NoBroker
20182.0,51987.0,Sholinganallur,3,1185,Semi-Furnished,,3,3.0,6,7.0,MagicBricks
39688.0,112229.0,Adyar,4,1960,Semi-Furnished,Family,3,0.0,4,9.0,99acres
6596.0,,Tambaram,1,542,Semi-Furnished,Both,1,8.0,12,11.0,NoBroker
19888.0,57582.0,Guindy,2,937,Semi-Furnished,Both,2,0.0,2,5.0,99acres
13342.0,56589.0,Sholinganallur,2,967,Semi-Furnished,Bachelors,2,0.0,8,4.0,MagicBricks
44056.0,165865.0,Velachery,4,2322,,Family,4,,6,4.0,NoBroker
6342.0,24178.0,Porur,1,496,Unfurnished,Family,1,2.0,8,3.0,NoBroker
15221.0,62440.0,ECR,2,1003,Unfurnished,Both,1,1.0,6,7.0,MagicBricks
9617.0,41884.0,Porur,1,644,Furnished,Family,1,14.0,16,5.0,Housing.com
18335.0,61035.0,Anna Nagar,3,1243,Unfurnished,Both,3,1.0,6,11.0,99acres
18779.0,,OMR,3,1125,Furnished,Both,3,11.0,12,3.0,99acres
30673.0,150170.0,Anna Nagar,3,1476,Semi-Furnished,Family,3,1.0,12,4.0,NoBroker
9049.0,32048.0,Velachery,1,538,Unfurnished,Bachelors,1,14.0,16,9.0,MagicBricks
8345.0,29525.0,Porur,1,519,Furnished,Family,1,11.0,12,7.0,MagicBricks
6004.0,25653.0,Medavakkam,1,552,Unfurnished,Bachelors,1,6.0,6,5.0,NoBroker
20837.0,58843.0,ECR,3,1325,Semi-Furnished,Family,3,7.0,8,3.0,Housing.com
20821.0,83251.0,Guindy,3,1324,Semi-Furnished,Family,3,2.0,4,5.0,Housing.com
12180.0,36102.0,Pallikaranai,2,1050,Unfurnished,Both,2,1.0,6,7.0,MagicBricks
19149.0,76525.0,OMR,3,1247,Unfurnished,Bachelors,3,9.0,16,8.0,Housing.com
23649.0,69533.0,OMR,3,1141,Furnished,Family,3,5.0,6,8.0,MagicBricks
11004.0,37778.0,Chromepet,3,1294,Semi-Furnished,Both,3,3.0,6,8.0,NoBroker
5000.0,,Ambattur,1,457,Furnished,Family,1,0.0,4,2.0,NoBroker
33498.0,107983.0,Nungambakkam,2,983,Unfurnished,Both,2,5.0,6,3.0,NoBroker
6224.0,17714.0,Medavakkam,2,708,Semi-Furnished,Family,2,4.0,4,11.0,99acres
13807.0,36246.0,OMR,2,871,Semi-Furnished,Bachelors,2,1.0,6,9.0,MagicBricks
37785.0,162539.0,Guindy,4,1939,Furnished,Both,4,1.0,6,7.0,MagicBricks
5498.0,11947.0,Chromepet,1,567,Furnished,Both,1,2.0,8,,NoBroker
6652.0,,Pallikaranai,1,582,Semi-Furnished,Family,1,11.0,12,,NoBroker
12880.0,43746.0,OMR,2,762,Semi-Furnished,Family,2,10.0,12,4.0,MagicBricks
27762.0,67502.0,Perungudi,3,1633,Semi-Furnished,Both,3,1.0,4,7.0,NoBroker
7409.0,34311.0,Mogappair,1,483,Semi-Furnished,Family,1,1.0,2,4.0,99acres
12073.0,30926.0,Guindy,2,862,Semi-Furnished,Both,1,,4,10.0,NoBroker
26932.0,102515.0,Anna Nagar,2,1045,Furnished,Family,2,0.0,6,7.0,99acres
17166.0,,Porur,2,1076,Furnished,Family,2,2.0,8,4.0,NoBroker
10555.0,50034.0,Tambaram,2,981,Semi-Furnished,Bachelors,1,3.0,12,4.0,MagicBricks
19209.0,90847.0,ECR,3,1135,Semi-Furnished,Bachelors,3,3.0,8,7.0,99acres
28330.0,115825.0,Anna Nagar,3,1403,Semi-Furnished,Family,3,,6,4.0,NoBroker
8974.0,40517.0,Kolathur,2,1038,Furnished,Family,2,6.0,8,8.0,NoBroker
25857.0,53217.0,Velachery,3,1512,Semi-Furnished,Both,3,4.0,6,8.0,NoBroker
14458.0,70653.0,Kolathur,3,1410,Semi-Furnished,Bachelors,3,8.0,8,2.0,NoBroker
9314.0,35652.0,Navalur,1,649,Semi-Furnished,Family,1,4.0,16,6.0,MagicBricks
37352.0,173953.0,Anna Nagar,4,1798,Semi-Furnished,Family,4,8.0,16,8.0,Housing.com
18265.0,64810.0,Anna Nagar,2,966,Furnished,Bachelors,1,3.0,8,10.0,MagicBricks
17215.0,84295.0,Velachery,2,993,Semi-Furnished,Bachelors,2,0.0,8,2.0,Housing.com
11991.0,50859.0,Ambattur,3,1402,Semi-Furnished,Both,3,11.0,16,5.0,MagicBricks
13240.0,51717.0,Pallikaranai,2,980,Unfurnished,Both,2,3.0,4,3.0,Housing.com
27603.0,95544.0,Anna Nagar,2,1038,Semi-Furnished,Both,2,3.0,8,11.0,NoBroker
47926.0,197476.0,Perungudi,4,2180,Furnished,Family,4,4.0,8,7.0,MagicBricks
12166.0,37792.0,OMR,2,909,,Family,2,4.0,4,8.0,NoBroker
16698.0,52014.0,Sholinganallur,2,800,Semi-Furnished,Family,2,12.0,12,,99acres
21418.0,44568.0,Velachery,2,1151,Semi-Furnished,Both,2,5.0,6,9.0,99acres
8516.0,30285.0,Tambaram,2,834,Semi-Furnished,Family,2,3.0,8,10.0,99acres
26055.0,79436.0,Velachery,2,1123,Furnished,Family,1,2.0,4,11.0,NoBroker
8886.0,42606.0,Velachery,1,527,Unfurnished,Both,1,0.0,2,10.0,99acres
43882.0,116199.0,Nungambakkam,4,1962,Furnished,Both,4,2.0,6,4.0,99acres
16483.0,67621.0,Sholinganallur,2,859,Semi-Furnished,Family,2,5.0,6,9.0,99acres
22169.0,90737.0,ECR,3,1275,Furnished,Family,3,4.0,12,2.0,MagicBricks
15101.0,58888.0,Chromepet,4,1396,Furnished,Family,4,8.0,8,3.0,MagicBricks
17679.0,73615.0,Mogappair,3,1185,Unfurnished,Bachelors,3,2.0,6,10.0,MagicBricks
6386.0,25280.0,Chromepet,1,642,Unfurnished,Bachelors,1,15.0,16,7.0,NoBroker
19456.0,80450.0,OMR,3,1384,Semi-Furnished,Family,3,0.0,6,11.0,99acres
12382.0,61394.0,Thoraipakkam,2,1126,Furnished,Bachelors,2,4.0,6,8.0,99acres
34107.0,146250.0,Adyar,3,1474,Furnished,Bachelors,3,3.0,6,6.0,NoBroker
15489.0,38798.0,Porur,2,974,Unfurnished,Bachelors,2,0.0,6,2.0,MagicBricks
31902.0,96086.0,T Nagar,3,1088,Unfurnished,Bachelors,3,8.0,8,5.0,99acres
13685.0,49590.0,Guindy,2,829,Semi-Furnished,Family,2,3.0,4,5.0,Housing.com
28623.0,74024.0,Anna Nagar,3,1254,Semi-Furnished,Both,3,6.0,12,6.0,Housing.com
23397.0,50962.0,Thoraipakkam,3,1625,Semi-Furnished,Bachelors,3,2.0,12,2.0,MagicBricks
19353.0,,Pallikaranai,3,1566,Furnished,Both,3,1.0,6,2.0,MagicBricks
17341.0,81869.0,Porur,3,1572,Semi-Furnished,Both,3,5.0,6,6.0,MagicBricks
19990.0,96666.0,Sholinganallur,2,1038,Furnished,Bachelors,2,0.0,6,2.0,99acres
28554.0,95896.0,Perungudi,3,1385,Semi-Furnished,Both,3,3.0,8,9.0,MagicBricks
10166.0,44203.0,Tambaram,2,1124,Semi-Furnished,Bachelors,2,3.0,12,7.0,MagicBricks
10120.0,24612.0,Pallikaranai,2,816,Semi-Furnished,Family,2,0.0,6,2.0,NoBroker
41977.0,162543.0,Adyar,4,1781,Semi-Furnished,Bachelors,4,9.0,12,4.0,Housing.com
14627.0,57306.0,ECR,2,864,Semi-Furnished,Family,2,2.0,2,2.0,99acres
15847.0,47514.0,Thoraipakkam,3,1211,Semi-Furnished,Family,3,1.0,12,7.0,Housing.com
13431.0,55121.0,Mogappair,3,1120,Furnished,Bachelors,3,1.0,12,4.0,MagicBricks
26588.0,108881.0,Adyar,3,1197,Unfurnished,Family,2,2.0,6,11.0,99acres
12299.0,48820.0,Kolathur,2,1082,Furnished,Both,2,4.0,8,10.0,NoBroker
20185.0,91374.0,Anna Nagar,3,1018,Unfurnished,Both,3,2.0,8,3.0,99acres
22672.0,87804.0,Thoraipakkam,3,1470,,Family,3,0.0,8,4.0,Housing.com
7025.0,23528.0,OMR,1,466,Semi-Furnished,Bachelors,1,3.0,12,9.0,MagicBricks
18566.0,90753.0,Velachery,3,1088,Semi-Furnished,Family,3,0.0,8,4.0,99acres
10906.0,47649.0,Mogappair,2,1010,Semi-Furnished,Both,1,8.0,8,8.0,99acres
22696.0,57516.0,Adyar,3,1139,Furnished,Family,3,0.0,2,4.0,99acres
25164.0,111666.0,Thoraipakkam,4,1691,Semi-Furnished,Both,4,7.0,8,8.0,MagicBricks
12372.0,53875.0,Sholinganallur,2,675,Unfurnished,Family,2,6.0,8,9.0,99acres
30630.0,137978.0,Perungudi,3,1480,Furnished,,3,1.0,8,4.0,MagicBricks
18182.0,61678.0,Anna Nagar,2,984,Semi-Furnished,Bachelors,2,5.0,12,10.0,Housing.com
11710.0,54054.0,ECR,2,966,Unfurnished,Both,2,5.0,8,7.0,99acres
16210.0,52724.0,Sholinganallur,2,932,Unfurnished,Bachelors,2,9.0,12,5.0,NoBroker
24455.0,78067.0,Porur,4,1578,Furnished,Family,4,2.0,8,6.0,99acres
5602.0,15564.0,Pallikaranai,1,480,Furnished,Family,1,3.0,4,10.0,MagicBricks
29071.0,72294.0,Adyar,3,1486,Unfurnished,Bachelors,3,6.0,8,3.0,Housing.com
13212.0,28788.0,Mogappair,2,951,Unfurnished,Bachelors,1,0.0,6,9.0,MagicBricks
11130.0,49857.0,Chromepet,3,1405,Unfurnished,Family,3,4.0,12,9.0,Housing.com
28077.0,70460.0,Anna Nagar,3,1344,Furnished,Bachelors,2,6.0,8,2.0,NoBroker
21891.0,83885.0,ECR,3,1423,Furnished,Family,3,4.0,6,9.0,NoBroker
43991.0,201955.0,Sholinganallur,4,2104,Unfurnished,Bachelors,3,2.0,4,11.0,NoBroker
9515.0,43294.0,Chromepet,2,987,Semi-Furnished,Both,2,14.0,16,11.0,99acres
20788.0,101889.0,ECR,3,1221,Unfurnished,Bachelors,3,3.0,6,10.0,MagicBricks
24221.0,115137.0,Anna Nagar,3,1090,Unfurnished,Family,3,4.0,4,8.0,MagicBricks
30873.0,70397.0,Adyar,3,1632,Unfurnished,Bachelors,3,1.0,8,6.0,NoBroker
12277.0,29918.0,Pallikaranai,2,996,Semi-Furnished,Both,2,2.0,6,2.0,NoBroker
15767.0,71762.0,Thoraipakkam,2,926,Unfurnished,Family,2,0.0,4,4.0,NoBroker
13831.0,39180.0,Thoraipakkam,2,902,Furnished,Bachelors,2,1.0,16,,MagicBricks
25983.0,77070.0,Sholinganallur,3,1297,Furnished,Bachelors,3,,8,10.0,NoBroker
10168.0,38586.0,Medavakkam,2,951,Semi-Furnished,Bachelors,2,15.0,16,10.0,NoBroker
19819.0,72506.0,Guindy,2,1021,Furnished,Family,2,0.0,4,5.0,NoBroker
12205.0,59853.0,Perungudi,1,554,Semi-Furnished,Family,1,2.0,4,3.0,Housing.com
21893.0,47613.0,Anna Nagar,2,932,Unfurnished,Family,1,1.0,4,6.0,NoBroker
21938.0,83898.0,Sholinganallur,3,1355,Furnished,Bachelors,2,13.0,16,4.0,Housing.com
19972.0,54872.0,Guindy,2,1104,Furnished,Both,2,4.0,6,4.0,NoBroker
19673.0,81741.0,Sholinganallur,2,974,Unfurnished,Both,2,7.0,16,7.0,NoBroker
14544.0,41221.0,Pallikaranai,3,1557,Unfurnished,Bachelors,3,4.0,16,3.0,Housing.com
5323.0,25611.0,Chromepet,1,573,Furnished,Bachelors,1,2.0,6,3.0,NoBroker
29835.0,,Anna Nagar,3,1174,Unfurnished,Family,3,0.0,4,4.0,Housing.com
27280.0,118164.0,T Nagar,3,1165,Semi-Furnished,Both,3,4.0,4,10.0,MagicBricks
24515.0,81025.0,Anna Nagar,3,1147,Furnished,Family,3,0.0,4,4.0,MagicBricks
32474.0,134669.0,Adyar,3,1410,Unfurnished,Family,3,15.0,16,9.0,MagicBricks
7572.0,20862.0,ECR,1,502,Furnished,Bachelors,1,8.0,8,7.0,NoBroker
20357.0,44829.0,OMR,3,1399,Semi-Furnished,,3,1.0,8,3.0,Housing.com
24559.0,79061.0,Navalur,3,1465,Semi-Furnished,Both,3,1.0,4,7.0,99acres
10821.0,51457.0,Mogappair,2,879,Furnished,Both,2,6.0,6,5.0,Housing.com
29641.0,102521.0,Thoraipakkam,4,2259,Furnished,Family,4,5.0,8,11.0,99acres
31476.0,63862.0,Sholinganallur,4,1915,Unfurnished,Bachelors,4,16.0,16,5.0,99acres
5843.0,18765.0,Tambaram,1,606,Unfurnished,Bachelors,1,14.0,16,2.0,99acres
5079.0,21216.0,Kolathur,1,512,Unfurnished,Bachelors,1,4.0,8,11.0,NoBroker
28448.0,90564.0,OMR,3,1431,Furnished,Family,3,2.0,8,10.0,Housing.com
9012.0,35755.0,Velachery,1,492,Unfurnished,,1,1.0,6,,99acres
7612.0,28729.0,Pallikaranai,1,621,Unfurnished,Both,1,4.0,12,7.0,NoBroker
8891.0,39724.0,Pallikaranai,2,891,Furnished,Family,2,9.0,16,11.0,99acres
19427.0,42254.0,Navalur,3,1501,Unfurnished,Family,3,11.0,12,3.0,Housing.com
23564.0,55105.0,Sholinganallur,2,1138,Semi-Furnished,Family,1,,6,11.0,99acres
20029.0,48749.0,Perungudi,2,959,Semi-Furnished,Bachelors,2,1.0,4,10.0,NoBroker
13410.0,50333.0,Pallikaranai,3,1404,Furnished,Family,3,4.0,12,9.0,Housing.com
21904.0,55029.0,Guindy,3,1303,Furnished,Bachelors,3,10.0,12,2.0,MagicBricks
11485.0,35789.0,Porur,2,726,Furnished,Family,2,5.0,6,11.0,99acres
18080.0,74411.0,ECR,2,988,Semi-Furnished,Both,2,6.0,6,2.0,MagicBricks
16655.0,59943.0,Thoraipakkam,3,1394,Semi-Furnished,Both,3,6.0,8,2.0,99acres
12722.0,36479.0,OMR,2,929,Furnished,Bachelors,2,2.0,6,4.0,99acres
12101.0,54963.0,OMR,2,775,Semi-Furnished,Family,2,7.0,8,3.0,Housing.com
17590.0,46517.0,Pallikaranai,4,1846,Furnished,Bachelors,4,4.0,4,5.0,Housing.com
14671.0,56902.0,Pallikaranai,3,1269,Furnished,Family,3,1.0,4,5.0,NoBroker
17855.0,46283.0,Pallikaranai,3,1369,Unfurnished,Bachelors,2,3.0,8,11.0,MagicBricks
23537.0,60233.0,Sholinganallur,3,1458,Unfurnished,Family,3,9.0,12,7.0,Housing.com
34158.0,89615.0,T Nagar,3,1308,Furnished,Family,3,0.0,12,4.0,NoBroker
10543.0,30262.0,Mogappair,2,860,Unfurnished,Both,1,4.0,6,4.0,NoBroker
16091.0,69753.0,Thoraipakkam,2,1008,Furnished,Both,2,0.0,2,2.0,99acres
18442.0,78794.0,Perungudi,2,883,Unfurnished,Family,2,5.0,6,7.0,Housing.com
7716.0,33346.0,ECR,1,530,Furnished,Bachelors,1,2.0,2,2.0,Housing.com
10160.0,46046.0,Sholinganallur,1,536,Furnished,Family,1,4.0,8,6.0,MagicBricks
25000.0,66527.0,Adyar,3,1087,Semi-Furnished,Family,3,2.0,12,2.0,99acres
13475.0,28253.0,Chromepet,3,1416,Furnished,Family,3,4.0,8,9.0,NoBroker
19255.0,61947.0,Sholinganallur,2,919,Semi-Furnished,Both,2,12.0,12,4.0,MagicBricks
13650.0,39847.0,Mogappair,2,985,Semi-Furnished,Both,2,3.0,8,10.0,Housing.com
17892.0,54690.0,Guindy,2,951,Unfurnished,Family,2,3.0,6,7.0,NoBroker
52264.0,222953.0,Adyar,4,1923,Furnished,Family,4,0.0,4,4.0,NoBroker
31792.0,125900.0,OMR,3,1542,,Family,3,4.0,8,9.0,NoBroker
24513.0,110563.0,Guindy,3,1377,Semi-Furnished,Both,3,4.0,8,8.0,NoBroker
8606.0,24874.0,Navalur,1,544,Semi-Furnished,,1,2.0,6,7.0,MagicBricks
18748.0,85522.0,Velachery,2,1155,Unfurnished,Family,2,10.0,12,9.0,MagicBricks
31931.0,107795.0,Anna Nagar,3,1241,,Both,2,4.0,4,2.0,MagicBricks
19147.0,52676.0,Navalur,2,1057,Furnished,Family,2,2.0,12,10.0,MagicBricks
31346.0,117546.0,Adyar,3,1346,Semi-Furnished,Both,3,1.0,12,11.0,NoBroker
25617.0,66119.0,OMR,3,1609,Semi-Furnished,Bachelors,2,3.0,4,8.0,Housing.com
44286.0,163147.0,T Nagar,3,1390,Unfurnished,Bachelors,3,0.0,6,5.0,Housing.com
18893.0,62864.0,Pallikaranai,3,1625,Semi-Furnished,Both,3,3.0,4,11.0,MagicBricks
18402.0,57170.0,Velachery,2,856,Semi-Furnished,Family,2,1.0,4,3.0,99acres
10919.0,47673.0,Ambattur,2,1021,Semi-Furnished,Family,2,5.0,8,10.0,Housing.com
5000.0,10323.0,Chromepet,1,406,Semi-Furnished,Family,1,3.0,4,10.0,MagicBricks
20278.0,84968.0,Adyar,2,907,Semi-Furnished,Both,2,2.0,6,7.0,Housing.com
39590.0,,Velachery,4,2050,Furnished,Family,3,7.0,8,9.0,MagicBricks
14182.0,59743.0,Ambattur,3,1481,Semi-Furnished,Bachelors,3,7.0,12,4.0,Housing.com
24169.0,112754.0,OMR,3,1345,Semi-Furnished,Both,3,1.0,6,7.0,99acres
32201.0,151548.0,Perungudi,3,1522,Semi-Furnished,,3,2.0,8,5.0,Housing.com
20499.0,69049.0,Thoraipakkam,3,1461,Unfurnished,Family,3,7.0,12,7.0,99acres
12056.0,49378.0,Pallikaranai,2,1070,Unfurnished,Family,1,6.0,6,7.0,Housing.com
17411.0,35854.0,Porur,4,1335,Semi-Furnished,Family,4,5.0,6,10.0,99acres
28894.0,97754.0,Navalur,4,1950,Semi-Furnished,Bachelors,4,0.0,4,10.0,99acres
7465.0,35840.0,Chromepet,2,994,Furnished,Both,2,7.0,8,5.0,MagicBricks
18222.0,75811.0,Velachery,2,1000,Semi-Furnished,Family,2,2.0,8,6.0,99acres
25445.0,51996.0,Sholinganallur,4,1644,Furnished,Bachelors,3,4.0,6,8.0,MagicBricks
9382.0,21145.0,Tambaram,2,914,Furnished,Bachelors,2,,8,10.0,Housing.com
12954.0,43842.0,Navalur,2,980,Furnished,Family,2,0.0,8,7.0,99acres
17828.0,64880.0,T Nagar,2,836,Semi-Furnished,Family,2,6.0,8,6.0,Housing.com
23475.0,55145.0,Thoraipakkam,3,1433,Unfurnished,Bachelors,3,4.0,4,8.0,99acres
31549.0,67918.0,Sholinganallur,3,1591,Furnished,Bachelors,3,1.0,6,9.0,NoBroker
15592.0,56482.0,Mogappair,3,1484,Furnished,Both,3,5.0,6,11.0,MagicBricks
7902.0,35781.0,Medavakkam,1,603,Unfurnished,,1,2.0,2,10.0,99acres
40971.0,107292.0,Adyar,3,1477,Furnished,Family,3,2.0,6,4.0,99acres
